age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
38,Private,407001,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Male,31,0,50,United-States,<=50K
46,Self-emp-inc,193544,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15188,1762,40,United-States,>50K
18,Without-pay,40394,Assoc-voc,13,Never-married,Prof-specialty,Own-child,White,Female,18,0,59,United-States,<=50K
18,Local-gov,281947,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Female,10,0,40,United-States,<=50K
44,Private,227824,Assoc-voc,11,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
23,Self-emp-not-inc,153743,10th,6,Never-married,Adm-clerical,Own-child,White,Female,0,0,50,United-States,<=50K
50,Private,193033,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,17,0,50,United-States,>50K
24,Private,155251,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Female,19,0,50,China,<=50K
20,Private,211905,HS-grad,9,Never-married,Sales,Other-relative,White,Male,36,0,51,United-States,<=50K
50,Local-gov,183947,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
24,Private,228964,Some-college,10,Never-married,Other-service,Own-child,White,Female,7,0,21,United-States,<=50K
44,State-gov,171960,Some-college,10,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
20,Self-emp-not-inc,79829,10th,6,Separated,Transport-moving,Not-in-family,White,Male,9,0,38,United-States,<=50K
28,Private,266589,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
64,Federal-gov,173207,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3918,0,40,United-States,>50K
27,Private,205267,Some-college,4,Married-civ-spouse,Craft-repair,Husband,White,Male,3533,0,40,France,>50K
47,Private,309943,11th,6,Separated,Craft-repair,Not-in-family,White,Male,11,0,30,United-States,<=50K
22,Private,209192,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,<=50K
65,Self-emp-inc,180536,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,1788,50,United-States,>50K
58,Local-gov,176592,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,>50K
18,Local-gov,233188,10th,9,Never-married,Other-service,Unmarried,Other,Female,0,0,21,United-States,<=50K
52,Local-gov,162932,HS-grad,9,Separated,Transport-moving,Unmarried,Black,Male,3,0,36,United-States,<=50K
18,Private,183101,12th,8,Never-married,Machine-op-inspct,Unmarried,Black,Male,0,0,40,United-States,<=50K
45,?,187028,9th,10,Married-civ-spouse,?,Husband,White,Male,3,0,40,United-States,<=50K
28,Self-emp-inc,123157,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,12,1,50,United-States,>50K
45,Local-gov,153712,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
18,Private,268161,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,<=50K
53,Private,135569,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,15,0,50,United-States,<=50K
53,?,377049,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,49,United-States,<=50K
48,Private,158225,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,45,United-States,>50K
54,Self-emp-not-inc,184587,10th,6,Divorced,Exec-managerial,Unmarried,White,Male,2,0,59,United-States,>50K
22,Self-emp-not-inc,156427,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,23,United-States,<=50K
26,Private,138928,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,29,0,50,United-States,<=50K
53,Local-gov,103827,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,United-States,<=50K
52,Private,145258,Some-college,10,Married-spouse-absent,Tech-support,Unmarried,White,Female,28,0,40,United-States,<=50K
55,Private,193914,Prof-school,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,14951,0,45,United-States,>50K
59,State-gov,216573,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1858,51,United-States,>50K
43,Local-gov,114756,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,0,0,59,United-States,<=50K
18,?,166954,HS-grad,9,Never-married,Other-service,Own-child,White,Female,9,0,40,United-States,<=50K
51,Local-gov,127016,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,36,United-States,>50K
39,Private,278747,Bachelors,13,Never-married,Exec-managerial,Unmarried,Black,Female,3,0,40,United-States,>50K
43,?,211059,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Female,0,0,40,Honduras,<=50K
50,Self-emp-not-inc,184260,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,15,0,50,England,>50K
23,Private,132220,HS-grad,9,Never-married,Farming-fishing,Other-relative,White,Female,28,0,40,Holand-Netherlands,<=50K
31,Private,224473,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Other,Male,0,0,40,United-States,<=50K
55,Federal-gov,171289,7th-8th,6,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,?,<=50K
26,Self-emp-not-inc,546828,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Male,5,0,40,United-States,<=50K
33,State-gov,247405,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7576,0,34,United-States,>50K
47,Private,236261,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,14,0,50,United-States,>50K
37,Federal-gov,184584,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,26,1814,40,China,>50K
33,Private,186578,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Other,Male,7669,0,50,United-States,>50K
24,Self-emp-inc,295773,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,18,0,36,United-States,<=50K
26,Private,225412,Masters,14,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40,Canada,>50K
40,Private,296636,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K
54,Self-emp-not-inc,250400,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,1,0,50,United-States,>50K
26,Self-emp-not-inc,146755,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,50,United-States,>50K
46,Private,221565,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,37,United-States,<=50K
28,Private,138848,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,169221,Assoc-voc,11,Never-married,Other-service,Own-child,White,Male,4,0,46,United-States,<=50K
23,?,171690,12th,6,Never-married,?,Not-in-family,Asian-Pac-Islander,Female,3304,0,36,Hong,<=50K
53,Private,155174,10th,6,Widowed,Other-service,Unmarried,Black,Female,0,0,22,Jamaica,<=50K
49,Self-emp-not-inc,169303,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,14822,0,59,United-States,>50K
45,Private,552799,11th,5,Divorced,Handlers-cleaners,Other-relative,Black,Male,7,0,40,United-States,<=50K
52,Local-gov,73677,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,3680,0,40,Philippines,>50K
36,Local-gov,75194,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,6,0,71,China,>50K
21,Private,201876,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female,3788,0,40,England,<=50K
42,Private,178438,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,15,0,40,United-States,>50K
50,Self-emp-not-inc,163777,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,51,United-States,>50K
46,State-gov,149783,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,45,United-States,<=50K
36,State-gov,173836,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,United-States,<=50K
23,Private,167181,1st-4th,3,Separated,Priv-house-serv,Other-relative,Black,Female,16,0,40,Guatemala,<=50K
50,Private,208577,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,3999,0,40,United-States,>50K
28,Private,128511,1st-4th,3,Never-married,Farming-fishing,Unmarried,White,Female,31,0,50,Italy,<=50K
21,Private,188226,HS-grad,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,21,United-States,<=50K
57,?,203549,10th,7,Widowed,?,Unmarried,Black,Female,31,0,30,United-States,<=50K
20,Private,88901,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,6,0,21,United-States,<=50K
22,Private,382535,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,12,0,40,United-States,<=50K
22,?,165375,HS-grad,9,Never-married,?,Own-child,White,Female,31,0,40,United-States,<=50K
50,Self-emp-not-inc,135266,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,0,51,United-States,>50K
39,Private,200049,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,?,>50K
56,Private,116222,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2624,0,40,United-States,>50K
46,Self-emp-not-inc,151996,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,9,0,60,United-States,>50K
38,Private,214534,12th,8,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,Mexico,<=50K
47,Private,171663,9th,5,Widowed,Other-service,Unmarried,White,Male,2,0,40,United-States,<=50K
40,Private,213036,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,33,0,73,United-States,<=50K
52,Private,181817,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,0,0,40,South,<=50K
48,Federal-gov,139735,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,22,United-States,<=50K
39,Private,270655,HS-grad,9,Widowed,Handlers-cleaners,Unmarried,Black,Female,15,0,40,United-States,<=50K
46,Private,193642,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,2,0,37,Columbia,<=50K
38,Local-gov,333924,Bachelors,13,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,22,United-States,<=50K
43,Federal-gov,335706,Bachelors,13,Separated,Exec-managerial,Other-relative,Black,Male,17,0,40,United-States,<=50K
46,Private,165575,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,3,0,38,United-States,<=50K
28,Private,156246,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,19,0,51,United-States,<=50K
72,Private,127421,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,30,0,50,Laos,>50K
50,Private,238139,HS-grad,9,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,3,0,23,China,<=50K
24,Private,83608,Some-college,10,Never-married,Tech-support,Other-relative,White,Female,0,0,51,United-States,<=50K
31,Self-emp-not-inc,16687,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,0,78,United-States,>50K
53,Self-emp-inc,161522,Prof-school,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,16,0,40,United-States,>50K
37,Private,216788,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,27,0,50,United-States,<=50K
25,Private,222953,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,Dominican-Republic,<=50K
27,Private,186880,HS-grad,3,Widowed,Priv-house-serv,Other-relative,White,Female,0,0,40,Italy,<=50K
22,Self-emp-not-inc,182384,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
66,Private,116240,Some-college,10,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,1,0,36,Mexico,<=50K
49,State-gov,407848,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,15,0,45,United-States,<=50K
27,?,199966,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,7,0,67,United-States,<=50K
41,Federal-gov,106309,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,45,United-States,<=50K
61,Self-emp-inc,171483,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,22,0,50,United-States,>50K
36,Private,203670,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,30,United-States,>50K
25,Private,276257,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,30,0,50,United-States,<=50K
42,Private,162926,12th,8,Never-married,Other-service,Other-relative,White,Male,0,0,22,Mexico,<=50K
35,Private,232591,5th-6th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,12,0,40,Jamaica,<=50K
46,Private,271928,Bachelors,13,Separated,Handlers-cleaners,Unmarried,Black,Female,0,0,68,United-States,<=50K
52,Private,94904,Some-college,10,Widowed,Other-service,Unmarried,Black,Female,0,0,21,United-States,<=50K
37,Self-emp-not-inc,205513,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,14,0,50,United-States,<=50K
26,Private,91182,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,16,0,57,United-States,<=50K
48,Local-gov,136370,Masters,14,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,India,<=50K
33,Private,185565,12th,8,Never-married,Other-service,Unmarried,Black,Female,0,0,40,Mexico,<=50K
54,Private,123030,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,15081,0,50,United-States,>50K
39,Private,258533,5th-6th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,11,0,40,Scotland,<=50K
41,Private,132489,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,155626,Bachelors,13,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0,36,United-States,<=50K
20,Private,45747,7th-8th,5,Married-spouse-absent,Farming-fishing,Other-relative,White,Male,0,0,27,United-States,<=50K
59,Federal-gov,209784,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1793,40,United-States,>50K
24,Private,134193,Prof-school,5,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,13,1,40,Taiwan,<=50K
49,Private,189793,7th-8th,4,Widowed,Farming-fishing,Unmarried,Asian-Pac-Islander,Male,0,0,21,United-States,<=50K
30,Local-gov,46605,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,27,0,73,United-States,>50K
37,Local-gov,372184,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,>50K
21,Private,132229,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,471596,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,12,1827,40,United-States,<=50K
53,Local-gov,216850,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,14610,0,50,?,>50K
38,Private,171788,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Jamaica,<=50K
46,Self-emp-inc,176348,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,2948,0,40,United-States,>50K
27,Without-pay,110829,Bachelors,10,Never-married,?,Own-child,White,Female,1,0,22,United-States,<=50K
50,Private,211094,HS-grad,9,Widowed,Handlers-cleaners,Not-in-family,Black,Male,13,0,40,Columbia,<=50K
23,?,196919,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
33,Private,193657,11th,7,Married-civ-spouse,Prof-specialty,Husband,Other,Male,6,0,40,United-States,<=50K
77,Private,140716,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,17,0,40,United-States,<=50K
55,Local-gov,160502,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,1,0,37,Philippines,>50K
22,Private,211528,12th,6,Married-spouse-absent,Adm-clerical,Other-relative,White,Female,4077,0,11,United-States,<=50K
53,?,199642,Some-college,10,Divorced,?,Unmarried,Black,Female,12,0,35,United-States,<=50K
33,Private,114618,Assoc-voc,11,Married-civ-spouse,Tech-support,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
59,Self-emp-not-inc,230942,7th-8th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,0,46,United-States,<=50K
48,Private,33378,7th-8th,4,Separated,Other-service,Unmarried,White,Female,0,0,22,United-States,<=50K
54,Self-emp-inc,97456,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,58,United-States,>50K
17,Never-worked,185319,10th,5,Never-married,?,Own-child,White,Male,12,0,40,United-States,<=50K
47,Local-gov,150003,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,7334,0,38,United-States,<=50K
49,State-gov,193397,7th-8th,9,Divorced,Transport-moving,Not-in-family,White,Male,3,0,40,United-States,<=50K
85,?,56258,7th-8th,4,Widowed,?,Unmarried,White,Female,3653,0,20,United-States,<=50K
44,Private,302814,HS-grad,9,Married-spouse-absent,Other-service,Other-relative,White,Male,17,0,36,United-States,<=50K
21,Private,206238,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,7,0,40,Thailand,<=50K
49,Federal-gov,214632,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States,>50K
44,Private,207248,12th,6,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
65,Self-emp-inc,204464,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K
28,Local-gov,218479,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,22,United-States,<=50K
46,Self-emp-not-inc,232753,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,12,0,50,?,>50K
38,Private,271588,Some-college,10,Divorced,Tech-support,Unmarried,Black,Female,7,0,47,Jamaica,<=50K
48,Private,138892,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,14238,0,50,Columbia,>50K
50,Self-emp-not-inc,260881,7th-8th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,355921,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,36,United-States,>50K
21,Private,200631,Bachelors,13,Never-married,Adm-clerical,Wife,White,Female,2239,0,40,United-States,<=50K
40,Self-emp-not-inc,285885,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Male,41,0,51,United-States,<=50K
46,Private,81252,Doctorate,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,14927,0,40,Philippines,<=50K
40,Private,208966,1st-4th,3,Widowed,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,40,El-Salvador,<=50K
25,Private,101678,HS-grad,9,Never-married,Sales,Own-child,White,Male,11,0,9,United-States,<=50K
54,Private,88955,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,15436,0,50,United-States,>50K
22,Private,216920,Assoc-acdm,13,Never-married,Adm-clerical,Unmarried,Black,Female,17,0,40,United-States,<=50K
29,Self-emp-not-inc,163328,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2883,0,40,United-States,<=50K
20,?,191104,Some-college,10,Never-married,?,Own-child,White,Female,0,0,18,United-States,<=50K
22,Private,141668,Some-college,10,Never-married,Tech-support,Unmarried,Black,Male,0,0,45,United-States,<=50K
52,Private,234106,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5,0,91,United-States,<=50K
48,Local-gov,335400,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,>50K
24,Local-gov,176904,11th,5,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
30,Private,130026,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
33,Self-emp-not-inc,174277,HS-grad,9,Married-AF-spouse,Exec-managerial,Husband,White,Male,4114,0,36,Portugal,<=50K
44,Self-emp-not-inc,193728,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,15345,0,40,United-States,<=50K
20,Self-emp-not-inc,165907,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,32,0,51,United-States,<=50K
35,Private,206854,Some-college,10,Married-AF-spouse,Craft-repair,Wife,White,Female,0,0,38,United-States,>50K
19,Private,301043,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
49,Private,151964,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,5,0,47,Jamaica,<=50K
49,State-gov,40695,Prof-school,15,Divorced,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K
46,Private,223238,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Private,214807,11th,7,Never-married,Sales,Unmarried,Black,Male,15,0,23,United-States,<=50K
48,Private,187793,Assoc-voc,14,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,22,2018,62,United-States,<=50K
36,Private,49407,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Male,20,0,45,United-States,<=50K
30,Private,21826,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,43,0,50,United-States,<=50K
56,State-gov,116772,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,3837,0,40,Taiwan,>50K
20,Private,140384,HS-grad,9,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States,<=50K
60,Self-emp-not-inc,212343,7th-8th,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,16,0,59,United-States,<=50K
40,Private,178943,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,6,0,40,United-States,>50K
41,Private,324772,Masters,14,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K
57,Self-emp-inc,88092,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,3,0,36,United-States,<=50K
47,Private,147795,11th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,4022,0,40,France,>50K
63,State-gov,166358,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,1,40,Haiti,<=50K
52,Private,201460,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,19,0,59,United-States,>50K
43,Private,473330,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
21,Self-emp-inc,483656,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,26,0,37,United-States,<=50K
37,Federal-gov,245601,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,2375,0,40,United-States,>50K
51,Private,298311,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K
18,Private,181437,HS-grad,9,Never-married,Farming-fishing,Other-relative,White,Male,37,0,51,United-States,<=50K
52,Self-emp-not-inc,183612,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,25,0,51,United-States,<=50K
21,Private,128176,Bachelors,9,Never-married,Exec-managerial,Own-child,White,Male,15,1801,50,United-States,<=50K
30,?,173856,HS-grad,9,Never-married,?,Own-child,White,Male,30,0,40,United-States,<=50K
45,Private,285445,Some-college,10,Divorced,Sales,Not-in-family,White,Female,12,0,40,United-States,<=50K
47,Private,200775,HS-grad,6,Divorced,Other-service,Unmarried,Black,Female,0,0,40,Dominican-Republic,<=50K
41,Self-emp-not-inc,105156,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,43,0,50,United-States,<=50K
27,Local-gov,219049,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,12,0,40,United-States,>50K
38,Private,194121,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,8,0,40,United-States,<=50K
30,Self-emp-not-inc,197238,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,1927,50,United-States,>50K
25,Private,183057,Some-college,10,Never-married,Other-service,Unmarried,White,Male,0,0,18,Ecuador,<=50K
26,Private,292000,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,14665,0,40,United-States,>50K
39,State-gov,341486,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,37,United-States,>50K
61,Federal-gov,172878,Some-college,10,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,37,United-States,<=50K
17,Private,37753,HS-grad,9,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,23,United-States,<=50K
27,Private,185516,5th-6th,3,Widowed,Priv-house-serv,Unmarried,White,Female,0,0,40,Guatemala,<=50K
50,Self-emp-not-inc,146902,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,24,0,99,United-States,<=50K
56,Private,200614,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,184723,HS-grad,9,Widowed,Other-service,Not-in-family,Black,Female,0,0,31,United-States,<=50K
67,?,186772,7th-8th,4,Widowed,?,Unmarried,White,Female,21,0,19,United-States,>50K
33,Private,178075,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,12,0,46,United-States,<=50K
