age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
33,Local-gov,83553,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
48,Self-emp-inc,340362,1st-4th,7,Married-civ-spouse,Transport-moving,Husband,Other,Male,0,1,10,?,<=50K
35,Private,167661,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,1,40,United-States,<=50K
41,Private,710249,12th,8,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,2,40,United-States,<=50K
72,State-gov,63244,9th,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,33,1,40,United-States,>50K
36,Private,115268,Some-college,10,Separated,Prof-specialty,Not-in-family,White,Male,0,1,13,United-States,<=50K
48,Federal-gov,80056,Masters,14,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,>50K
23,?,469757,Bachelors,6,Never-married,?,Not-in-family,White,Male,0,0,35,United-States,<=50K
76,Self-emp-not-inc,349036,Some-college,10,Divorced,Other-service,Unmarried,White,Male,3,1,26,United-States,<=50K
35,Private,44645,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,3,1,92,United-States,<=50K
35,Local-gov,88797,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,50,United-States,>50K
71,Self-emp-not-inc,66778,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,71,United-States,<=50K
25,Self-emp-not-inc,248195,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,8,1,19,United-States,<=50K
37,Private,212049,HS-grad,9,Never-married,Sales,Not-in-family,Black,Female,0,0,37,United-States,<=50K
53,Local-gov,193657,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,6,1,40,United-States,>50K
61,Private,162758,11th,9,Widowed,?,Unmarried,Black,Female,18,0,23,United-States,<=50K
47,Local-gov,205231,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,40,United-States,>50K
53,State-gov,233069,Doctorate,16,Divorced,Prof-specialty,Unmarried,Black,Female,8,1896,29,United-States,>50K
53,State-gov,190733,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,37,United-States,>50K
18,Private,286401,10th,11,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
42,Local-gov,104278,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
49,Private,430709,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,12,1,22,United-States,>50K
23,Local-gov,215472,12th,8,Never-married,Sales,Not-in-family,Black,Female,0,0,34,Honduras,<=50K
49,Federal-gov,116161,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7461,1,19,United-States,>50K
55,Private,93682,5th-6th,3,Divorced,Other-service,Other-relative,White,Female,0,0,40,Holand-Netherlands,<=50K
29,Private,157685,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Other,Male,12,0,40,?,<=50K
45,Private,172837,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,29,1,35,South,>50K
39,Private,230418,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Female,14819,1,40,Japan,<=50K
55,State-gov,74318,Some-college,10,Divorced,Adm-clerical,Own-child,White,Male,7,0,40,United-States,<=50K
23,Private,250673,Assoc-voc,11,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
43,State-gov,154738,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1,60,United-States,<=50K
48,Private,158071,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
24,Self-emp-not-inc,243000,12th,14,Married-civ-spouse,Sales,Husband,White,Male,0,1,45,United-States,<=50K
30,Local-gov,218952,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,20,0,38,Canada,<=50K
51,Self-emp-not-inc,194130,Masters,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,13,1,50,United-States,<=50K
44,State-gov,175244,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1883,40,United-States,>50K
37,Private,120920,HS-grad,9,Divorced,Craft-repair,Husband,White,Male,5,0,40,United-States,<=50K
40,Local-gov,173837,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,13,1,40,United-States,<=50K
64,Private,144004,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1,53,United-States,>50K
26,Private,93803,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,11,0,45,United-States,<=50K
42,Private,428231,10th,6,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,1,40,Hong,<=50K
48,Self-emp-not-inc,98529,HS-grad,15,Never-married,Exec-managerial,Unmarried,Black,Male,0,0,40,United-States,<=50K
49,Federal-gov,142994,Prof-school,10,Never-married,Craft-repair,Not-in-family,White,Male,26,0,40,United-States,>50K
33,Private,19927,5th-6th,3,Separated,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
48,Private,182391,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,16,1,40,Philippines,>50K
62,Private,110590,Some-college,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,13,0,10,Philippines,<=50K
78,Private,356907,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,England,<=50K
52,Private,143051,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,1,50,United-States,>50K
32,Private,341735,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,38,United-States,<=50K
39,Private,374374,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,14,0,45,United-States,>50K
47,Private,152974,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Other,Male,1,0,53,?,<=50K
36,Private,73526,1st-4th,3,Divorced,Priv-house-serv,Unmarried,Black,Female,0,1,33,United-States,<=50K
48,Private,119844,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1,50,United-States,>50K
62,Private,203532,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,22,Italy,<=50K
19,?,523314,Some-college,10,Never-married,?,Own-child,White,Male,3251,1,21,United-States,<=50K
46,Private,188577,10th,6,Separated,Sales,Unmarried,Black,Female,0,0,34,?,<=50K
76,Private,272296,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
28,Private,215909,Preschool,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1,40,United-States,>50K
50,?,191837,HS-grad,9,Never-married,?,Other-relative,White,Male,17,0,11,United-States,<=50K
52,Local-gov,104251,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,White,Female,7807,0,50,United-States,>50K
55,Federal-gov,116058,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1,53,?,<=50K
73,Federal-gov,68413,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,7,1892,40,United-States,>50K
51,Private,191396,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1919,50,?,>50K
22,Private,258525,12th,8,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,1,23,United-States,<=50K
46,Local-gov,214573,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,25,2,29,United-States,<=50K
39,Self-emp-not-inc,200794,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,20,0,45,United-States,<=50K
51,Private,105680,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,5,0,40,India,>50K
33,Federal-gov,320096,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female,0,0,52,United-States,<=50K
31,Private,342257,Bachelors,13,Never-married,Sales,Own-child,Black,Female,12,0,40,United-States,<=50K
54,Federal-gov,166937,HS-grad,9,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,37,United-States,<=50K
24,?,320762,Some-college,10,Never-married,?,Not-in-family,White,Male,15,0,36,United-States,<=50K
31,Federal-gov,203043,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,31,United-States,<=50K
28,Private,192046,HS-grad,9,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,31,United-States,<=50K
48,Local-gov,113462,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,7442,1,35,United-States,<=50K
36,Private,90560,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,6,1,24,Laos,<=50K
39,Private,100579,HS-grad,13,Never-married,Adm-clerical,Husband,Asian-Pac-Islander,Male,11,1,40,India,<=50K
51,Local-gov,210414,Bachelors,13,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
31,Private,89828,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2623,0,40,United-States,<=50K
39,Private,102669,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1879,50,Italy,>50K
40,Private,273146,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,1,53,United-States,<=50K
76,Private,67495,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,7603,0,49,United-States,<=50K
63,Private,110612,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7783,1881,52,Italy,>50K
49,Private,232408,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
32,Local-gov,250053,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1,40,United-States,<=50K
50,State-gov,38118,Doctorate,15,Divorced,Prof-specialty,Unmarried,White,Male,0,0,37,United-States,<=50K
38,Self-emp-not-inc,316982,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,45,United-States,>50K
23,?,199021,Bachelors,13,Never-married,?,Not-in-family,White,Male,3245,0,40,United-States,<=50K
90,Self-emp-not-inc,106570,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1,53,United-States,>50K
27,Private,325537,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
60,Private,106413,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Male,12,0,50,United-States,<=50K
23,Private,96499,12th,8,Never-married,Farming-fishing,Own-child,White,Male,0,1,40,United-States,<=50K
68,Local-gov,127079,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,14,0,23,Jamaica,<=50K
39,Private,210887,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Female,0,1,40,?,<=50K
47,Local-gov,126643,HS-grad,15,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
43,State-gov,178302,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1,40,Germany,<=50K
35,Private,213733,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1,40,United-States,<=50K
56,Private,199512,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,10,0,40,India,<=50K
23,Local-gov,134445,12th,8,Never-married,Machine-op-inspct,Own-child,White,Male,0,1,40,United-States,<=50K
51,Private,123919,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,5,1,53,Japan,>50K
39,Private,234038,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,0,0,33,Scotland,<=50K
48,?,253720,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,2,1,20,United-States,<=50K
25,?,436664,Some-college,10,Never-married,Craft-repair,Other-relative,White,Male,13,0,40,United-States,<=50K
22,Private,143369,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,0,0,21,United-States,<=50K
42,Self-emp-not-inc,207254,11th,7,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,34,United-States,>50K
19,Private,322553,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,25,0,35,Taiwan,<=50K
63,Private,122326,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,7,0,45,United-States,<=50K
50,Local-gov,226451,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,20,1,32,United-States,<=50K
53,Self-emp-inc,93210,Prof-school,16,Married-civ-spouse,Craft-repair,Husband,White,Male,25,0,69,?,<=50K
23,Private,282484,9th,7,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,8,0,40,?,<=50K
30,Federal-gov,114663,Some-college,10,Never-married,?,Not-in-family,White,Male,3759,0,61,United-States,<=50K
43,State-gov,117769,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,13,1874,34,United-States,>50K
40,Self-emp-not-inc,187434,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,30,0,60,South,>50K
23,Private,130889,Bachelors,13,Never-married,Transport-moving,Own-child,White,Male,4,1,40,United-States,>50K
26,Without-pay,71074,Assoc-voc,11,Never-married,Farming-fishing,Unmarried,White,Female,21,1,60,United-States,<=50K
37,Private,208032,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Male,2,0,40,United-States,<=50K
31,Private,328977,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,17,1,45,United-States,<=50K
35,Local-gov,214829,HS-grad,9,Divorced,Transport-moving,Unmarried,Other,Female,0,0,42,Columbia,<=50K
50,Private,198240,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,45,United-States,<=50K
24,Private,203673,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,104427,Some-college,10,Never-married,Sales,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
43,?,182682,5th-6th,3,Separated,?,Not-in-family,White,Male,0,0,40,Mexico,<=50K
76,Self-emp-not-inc,143596,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,2,0,9,Cambodia,<=50K
54,Self-emp-not-inc,99099,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
61,Private,101381,5th-6th,3,Widowed,Other-service,Other-relative,White,Female,15,0,39,United-States,<=50K
57,Private,182623,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Male,3724,0,52,Puerto-Rico,<=50K
20,Never-worked,213165,Assoc-voc,11,Never-married,?,Own-child,White,Male,0,0,35,El-Salvador,<=50K
43,Private,173823,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,4,1,61,United-States,<=50K
27,Private,134881,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,4,0,40,United-States,<=50K
42,?,112241,7th-8th,7,Widowed,?,Unmarried,Black,Female,19,0,10,United-States,>50K
37,Private,146303,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,33,United-States,<=50K
25,Private,280938,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,3755,0,38,United-States,<=50K
68,Federal-gov,182161,HS-grad,9,Divorced,Adm-clerical,Other-relative,Black,Male,0,1,40,United-States,<=50K
46,Local-gov,288538,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,23,Italy,<=50K
48,State-gov,199690,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,14710,1,52,Japan,<=50K
36,Federal-gov,194010,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,15580,1,49,Taiwan,>50K
34,Self-emp-not-inc,41614,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1,40,United-States,<=50K
29,Local-gov,396209,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,Jamaica,<=50K
74,Private,58225,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,8,1,68,India,>50K
45,Self-emp-not-inc,35231,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,11,1,45,United-States,<=50K
19,Private,231495,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
32,Private,191762,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,21,United-States,<=50K
63,Private,93417,HS-grad,9,Separated,Other-service,Not-in-family,White,Male,16,1,45,United-States,<=50K
50,Private,187082,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,3,0,40,Philippines,<=50K
18,Private,333528,9th,4,Never-married,Craft-repair,Not-in-family,White,Male,30,1,30,El-Salvador,<=50K
20,Self-emp-not-inc,144787,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1,35,United-States,<=50K
36,Private,130058,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,29,1,32,Haiti,<=50K
26,Private,191106,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,26,1,21,United-States,<=50K
36,Self-emp-not-inc,89029,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,65,United-States,<=50K
70,?,170619,9th,4,Divorced,?,Unmarried,White,Male,0,0,33,United-States,<=50K
41,?,313890,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Local-gov,128549,Some-college,10,Separated,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,0,1,40,United-States,<=50K
24,Private,234011,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,1,50,United-States,<=50K
17,Private,286587,11th,7,Never-married,Other-service,Own-child,Black,Female,0,1,34,United-States,<=50K
49,Private,207571,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15237,1,51,United-States,>50K
33,Private,152832,Bachelors,13,Married-AF-spouse,Adm-clerical,Wife,White,Female,0,0,35,Puerto-Rico,>50K
40,Self-emp-not-inc,126807,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,1,70,United-States,<=50K
30,Private,24822,Masters,6,Married-civ-spouse,Transport-moving,Husband,White,Male,15,1,45,United-States,<=50K
30,Federal-gov,117977,Some-college,10,Married-AF-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,1,40,United-States,>50K
19,?,125586,Bachelors,13,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
54,State-gov,190849,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Female,0,1859,22,United-States,<=50K
40,State-gov,121680,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,6,United-States,<=50K
40,Private,214105,Some-college,13,Divorced,Adm-clerical,Not-in-family,White,Female,1,0,38,United-States,<=50K
77,?,231779,HS-grad,8,Divorced,Other-service,Not-in-family,Black,Male,0,0,29,United-States,<=50K
37,Federal-gov,337471,Some-college,10,Married-spouse-absent,Tech-support,Unmarried,White,Male,3,0,40,Dominican-Republic,<=50K
26,Private,45244,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,15,0,35,United-States,<=50K
22,Private,198595,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,1,46,?,<=50K
21,Private,185908,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,19,0,22,Taiwan,<=50K
18,Private,132030,7th-8th,4,Never-married,Farming-fishing,Other-relative,White,Male,6,0,23,Mexico,<=50K
67,Self-emp-not-inc,26053,5th-6th,4,Never-married,Farming-fishing,Own-child,White,Male,6,1,20,United-States,<=50K
52,Private,140807,Bachelors,13,Married-civ-spouse,Tech-support,Wife,Black,Male,10,0,32,United-States,>50K
39,State-gov,187001,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male,3,1858,33,United-States,>50K
33,Private,184984,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1,51,United-States,<=50K
56,Self-emp-not-inc,188948,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,1,76,France,>50K
52,State-gov,182649,Bachelors,10,Married-civ-spouse,Transport-moving,Wife,White,Male,9,1,52,United-States,<=50K
53,Private,126815,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7702,0,32,United-States,>50K
37,Local-gov,211281,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,6,0,40,United-States,<=50K
37,Self-emp-inc,145774,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,15174,1,50,United-States,>50K
35,Federal-gov,125858,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,1,40,United-States,<=50K
52,Private,196346,5th-6th,3,Separated,Craft-repair,Not-in-family,White,Male,23,1,45,Puerto-Rico,<=50K
67,Private,362761,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
18,Private,251256,10th,6,Never-married,Farming-fishing,Not-in-family,White,Male,12,1,36,United-States,<=50K
21,Private,163977,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,11,United-States,<=50K
18,Private,325259,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,1,35,United-States,<=50K
46,Private,198917,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,26,0,45,?,<=50K
56,Private,347736,Some-college,10,Widowed,Other-service,Wife,White,Female,0,0,22,United-States,<=50K
35,Private,370227,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K
51,Private,226060,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
53,Private,161423,Assoc-voc,11,Separated,Adm-clerical,Unmarried,Black,Female,10,0,30,United-States,<=50K
19,Local-gov,167654,10th,6,Never-married,Adm-clerical,Own-child,White,Male,0,0,36,United-States,<=50K
34,Private,189211,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,7,1840,40,Ecuador,<=50K
50,Private,222464,Bachelors,13,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,21,1,70,?,>50K
22,?,334146,Bachelors,13,Separated,Adm-clerical,Not-in-family,White,Male,0,0,40,Mexico,<=50K
37,Local-gov,33568,10th,13,Never-married,Transport-moving,Own-child,Amer-Indian-Eskimo,Male,0,1,40,United-States,<=50K
51,Private,174133,Some-college,7,Widowed,Priv-house-serv,Other-relative,White,Female,3925,0,11,United-States,<=50K
69,Private,214176,9th,3,Separated,Priv-house-serv,Not-in-family,Black,Female,19,1,32,Puerto-Rico,<=50K
31,?,196323,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,12,United-States,<=50K
33,Private,173157,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1,40,United-States,>50K
20,Private,406055,9th,4,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,1,34,United-States,<=50K
90,?,216183,HS-grad,9,Widowed,?,Unmarried,White,Female,0,0,8,United-States,<=50K
49,Private,225780,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,4,0,40,Columbia,<=50K
32,Private,179093,HS-grad,9,Never-married,Sales,Other-relative,White,Female,2,0,40,United-States,<=50K
40,Private,156572,HS-grad,9,Married-AF-spouse,Adm-clerical,Wife,White,Female,0,1,29,United-States,<=50K
43,Private,135904,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1,40,China,<=50K
